feature,mean_abs_shap
V248,9.570920531598078e-07
V105,9.307895485286492e-07
V182,8.039757200930957e-07
V97,7.600364157254544e-07
D7,7.557251337750434e-07
V176,7.152762477297773e-07
P_emaildomain_charter.net,6.967697899456135e-07
V301,6.472037889707316e-07
V269,6.402049648968885e-07
V123,6.163712867812656e-07
V144,5.823289740305863e-07
V148,5.522203771247963e-07
V319,5.513830831537106e-07
V337,5.315779954333335e-07
V69,5.310275967383535e-07
V237,4.6036374154128824e-07
V329,3.867146419618517e-07
V205,3.681517754099687e-07
V101,3.5705908192458495e-07
V321,3.47695979343066e-07
P_emaildomain_me.com,3.415974164252766e-07
V331,2.6572122334668753e-07
V167,2.552420886672434e-07
V18,2.1263884524448767e-07
V179,2.1100644059829686e-07
V272,2.0241472718774612e-07
V119,1.730889966407989e-07
V155,1.704456749789897e-07
V230,1.669597433063247e-07
P_emaildomain_cox.net,1.4619870231635958e-07
V57,1.334239739319893e-07
V135,9.37550587091881e-08
V299,8.2582272379909e-08
V47,7.483191406738978e-08
R_emaildomain_cox.net,6.497347165132441e-08
V95,5.461347738880839e-08
V297,4.489660222071091e-08
V322,4.286916907350704e-08
V180,3.745121522165213e-08
V252,3.314424290933451e-08
R_emaildomain_live.com,2.517709853905519e-08
V168,1.8070911180597365e-08
R_emaildomain_hotmail.es,0.0
R_emaildomain_centurylink.net,0.0
R_emaildomain_charter.net,0.0
R_emaildomain_cfl.rr.com,0.0
R_emaildomain_cableone.net,0.0
R_emaildomain_live.fr,0.0
R_emaildomain_me.com,0.0
V177,0.0
R_emaildomain_bellsouth.net,0.0
R_emaildomain_att.net,0.0
R_emaildomain_netzero.com,0.0
R_emaildomain_mac.com,0.0
R_emaildomain_embarqmail.com,0.0
R_emaildomain_live.com.mx,0.0
R_emaildomain_earthlink.net,0.0
R_emaildomain_hotmail.de,0.0
R_emaildomain_frontier.com,0.0
R_emaildomain_juno.com,0.0
R_emaildomain_frontiernet.net,0.0
R_emaildomain_gmail,0.0
R_emaildomain_gmx.de,0.0
R_emaildomain_hotmail.co.uk,0.0
V16,0.0
